    40    20    40    40    900.00
       1     150     0.10    15.00             89899
     8.573    20.686   -0.0100    0.4000  -0.35302   0.30300  1.166667
  0.0000      1     20
     3.14451     1.60954     1.82010     0.06494     0.20503    -0.90918     0.93800 2  0
     1.83723     0.51010     3.28364     0.15439     0.14274    -0.78725     0.93800 2  0
    -0.13856    -2.42822     1.97748     0.01178    -0.00693    -0.42493     0.93800 2  0
    -0.05954     3.02524     2.02918     0.12003     0.11106    -0.49632     0.93800 2  0
     0.78458    -0.80765     0.88353     0.02572    -0.11778    -0.74924     0.93800 2  0
    -1.28234     3.06621     1.70217    -0.08670     0.10381    -0.55504     0.93800 2  0
     0.98505    -3.61853     1.25270    -0.06614     0.01682    -0.44332     0.93800 2  0
     0.01901    -0.55175     3.08699     0.00330     0.07217    -0.49065     0.93800 2  0
    -3.10329    -0.39353     1.78036    -0.11383     0.02727    -0.55789     0.93800 2  0
    -1.79806    -1.15523     0.70285    -0.04745     0.10352    -0.74436     0.93800 2  0
     2.25261     1.54470     2.19250    -0.22174    -0.02039    -0.58305     0.93800 2  0
    -2.39745    -0.81150     3.49611     0.00408    -0.13825    -0.60535     0.93800 2  0
    -1.56419    -0.24131     3.63183     0.19245    -0.06876    -0.77608     0.93800 2  0
    -2.79492     2.40403     2.79244    -0.08072     0.20727    -0.81192     0.93800 2  0
    -0.04576     0.22203    -0.09192     0.06227     0.06592    -0.08524     0.93800 1  4
     2.05720     1.80678     3.59937     0.08930    -0.13909    -0.50096     0.93800 2  0
     1.01743    -1.33990     4.36615    -0.19311    -0.02833    -0.60311     0.93800 2  0
     2.24509     2.01642     0.72061     0.09897    -0.03404    -0.45978     0.93800 2  0
    -0.33605     0.17190     3.38346    -0.03970    -0.15362    -0.87628     0.93800 2  0
     2.64541     0.71504     0.79986    -0.05989     0.05424    -0.66486     0.93800 2  0
     0.03313    -1.37116     1.11915    -0.01810    -0.06482    -0.51974     0.93800 1  0
     2.21005    -2.84122     2.24342     0.06919     0.01773    -0.90375     0.93800 1  0
    -3.48493    -0.51887     1.96582    -0.01267    -0.10309    -0.68573     0.93800 1  0
     1.95503    -1.41589     3.62409    -0.09285     0.17667    -0.89286     0.93800 1  0
     0.69793    -1.41590     2.55772     0.14891     0.07376    -0.62886     0.93800 1  0
    -0.42860    -0.78161     4.47715     0.03600     0.07277    -0.75589     0.93800 1  0
     0.82296     1.47181    -0.46618    -0.09433    -0.21390    -0.77338     0.93800 1  0
     1.96675     0.22199     2.27606     0.00327    -0.11239    -0.49842     0.93800 1  0
     0.28836     0.24343    -0.23395    -0.38416    -0.02207    -0.23714     0.93800 1  1
    -1.22535    -3.67303     0.50051     0.10652    -0.14016    -0.64343     0.93800 1  0
     2.27744     1.96037     1.32174     0.01531     0.01754    -0.48544     0.93800 1  0
    -0.74653    -0.35605     1.21519    -0.23547     0.00144    -0.83160     0.93800 1  0
    -1.39208    -2.62182     3.55356     0.22758    -0.05585    -0.80631     0.93800 1  0
    -1.50184     0.93568     2.49867     0.20024     0.04331    -0.54271     0.93800 1  0
     0.32128     2.03823     1.85670     0.09717     0.04319    -0.61996     0.93800 1  0
    -0.39120    -0.65789    -0.49662    -0.37561    -0.12812    -0.25418     0.93800 2  4
    -2.58243     2.04316     2.72940     0.17488     0.19310    -0.70410     0.93800 1  0
    -2.23987     0.17602     3.04149    -0.08118     0.12665    -0.71524     0.93800 1  0
     0.79671    -0.46288     3.08330    -0.09143    -0.13716    -0.49590     0.93800 1  0
    -1.01983     0.96822     2.53659    -0.07374    -0.03060    -0.45962     0.93800 1  0
    -0.52909     0.18223    -1.12423    -0.16725    -0.01208     0.50012     0.93800 2  0
     1.56955    -0.24048    -2.32220     0.04912    -0.07618     0.62290     0.93800 2  0
     0.20040     2.26900    -4.53851    -0.16570     0.17772     0.51658     0.93800 2  0
     0.97259     0.46915    -4.88532    -0.16501     0.04774     0.87877     0.93800 2  0
    -1.89344     1.51472    -2.76114    -0.05833    -0.10582     0.85205     0.93800 2  0
     0.05392     0.86478    -1.01286    -0.12259     0.14036     0.43197     0.93800 2  0
    -0.12892    -0.22163    -0.14803     0.18156    -0.12815    -0.12501     1.20447 6  4
    -0.68020     1.41618    -3.71487    -0.03173    -0.08055     0.52459     0.93800 2  0
     1.18027    -0.53859    -1.78116     0.07675     0.23008     0.76274     0.93800 2  0
    -1.30663    -1.61420    -0.62870    -0.16849     0.03175     0.54121     0.93800 2  0
    -0.33225    -0.56307    -0.05522     0.41880    -0.45560     0.42662     1.20491 4  3
     1.82303     2.46974    -3.05268     0.20849     0.07926     0.54392     0.93800 2  0
    -2.23365    -2.21209    -2.06080     0.03050     0.11321     0.72837     0.93800 2  0
    -0.19588    -1.50057    -3.23153    -0.02590    -0.00307     0.89299     0.93800 2  0
    -0.56557     3.27776    -0.56966     0.15689     0.05796     0.71216     0.93800 2  0
     0.98404    -1.84450    -4.30587     0.10108     0.02741     0.42067     0.93800 2  0
    -0.61292    -1.74300    -2.00766     0.00568    -0.22035     0.59785     0.93800 2  0
     0.45475    -0.75609    -3.44332    -0.06748     0.12353     0.69544     0.93800 2  0
     2.58311     2.48413    -2.37184    -0.12646    -0.05259     0.72427     0.93800 2  0
     0.27447    -0.71829    -4.77798    -0.22871     0.02895     0.58721     0.93800 2  0
    -1.60488     0.46898    -0.48038     0.05355     0.11753     0.89647     0.93800 2  0
     0.36638     0.01346     0.01680    -0.22395     0.36715    -0.08328     1.27429 5  2
    -0.00119    -0.21282    -1.76783     0.14532     0.16425     0.71041     0.93800 2  0
    -1.53554    -0.56688    -0.58624     0.17217    -0.11234     0.66092     0.93800 2  0
     2.68437     0.17830     0.22487     0.26919     0.03141     0.61797     0.93800 2  0
     1.84688     0.81397    -2.31214     0.15137    -0.08058     0.88960     0.93800 2  0
    -2.38081     1.84619    -3.60075    -0.03692     0.12309     0.46602     0.93800 2  0
     2.77487    -2.18611    -2.30124     0.02244     0.03805     0.33201     0.93800 2  0
